Jobtitle,City,Date,Company,Skills,Profesion,Education,Salary,Jobs,Candidates,Copy
['Ingeniero/a de Sistemas de SATCOM'],Sevilla,06/09/2024,GMV,"['satcom', 'telecomunicaciones']",Ingenieros/Industria,No disponible,no disponible,5,5,2024/09/29
['Programador/a de robots industriales'],Valencia,06/09/2024,STARTEN ROBOTICS SOLUTIONS,"['plc', 'siemens', 's7']",Ingenieros/Industria,No disponible,no disponible,1,31,2024/09/29
['Administrador/a de BBDD'],Valencia,06/09/2024,Michael Page,"['postgresql', 'dbms', 'sql']",Base de Datos/DBA,No disponible,no disponible,1,16,2024/09/29
['Data Analyst (Retention Analytics Team)'],Barcelona,06/09/2024,Semrush,"['data', 'sql', 'python', 'r']",Analista,No disponible,no disponible,1,17,2024/09/29
['Ingeniero/a Técnico/a'],Barcelona,06/09/2024,Grao Tecnic,"['cad', '3d']",Ingenieros/Industria,No disponible,22500.0,1,14,2024/09/29
['Industrial Strategy Project Manager'],Madrid,06/09/2024,HAYS,['ingenieria industrial'],Ingenieros/Industria,No disponible,no disponible,1,4,2024/09/29
['Project Manager Redes y Cloud'],Madrid,06/09/2024,Page Personnel,"['aws', 'imperva', 'checkpoint', 'palo alto', '.net']",Jefe de Proyecto,No disponible,45000.0,1,16,2024/09/29
['Programador PLC'],Valencia,06/09/2024,DANLUK ENGINEERING,"['plc', 'hmi']",Ingenieros/Industria,No disponible,no disponible,1,27,2024/09/29
['Técnico Ciberseguridad (h/m)'],Bizkaia,06/09/2024,Michael Page,"['ciberseguridad', '2mfa', 'siem', 'edr']",Ciberseguridad,No disponible,36000.0,1,41,2024/09/29
['Delineante Solidworks'],Bizkaia,06/09/2024,HAYS,['solidworks'],Ingenieros/Industria,No disponible,no disponible,1,3,2024/09/29
['Técnico de Sistemas con programación'],Zaragoza,06/09/2024,Michael Page,"['sistemas', 'programacion']",Programador,No disponible,no disponible,1,21,2024/09/29
['Ingeniero de Software Senior'],Barcelona,06/09/2024,Page Personnel,"['javascript', 'c#']",Programador,No disponible,no disponible,1,13,2024/09/29
['Consultor técnico'],Barcelona,06/09/2024,DQS,"['microsoft 365', 'acronis', 'windows server']",Consultor,No disponible,33000.0,1,21,2024/09/29
['Data Engineer experto en SQL y ETL'],Online,06/09/2024,Michael Page,"['sql', 'etl', 'power bi']",Big Data,No disponible,46500.0,1,61,2024/09/29
['Business Requirements Analyst'],Online,06/09/2024,Creaitor AG,"['marketing', 'seo']",Marketing,No disponible,no disponible,1,45,2024/09/29
['Ecommerce Product Manager'],Tarragona,06/09/2024,Michael Page,"['marketing', 'seo', 'sem']",Marketing,No disponible,55500.0,1,5,2024/09/29
['Consultor/a Sistemas Informáticos'],Madrid,06/09/2024,Serbyte Servicios IT,['consultoria'],Consultor,No disponible,no disponible,1,23,2024/09/29
['CTO empresa software'],Valencia,06/09/2024,Michael Page,"['prince2', 'pmp', 'scrum', 'itil']",Jefe de Equipo,No disponible,no disponible,1,21,2024/09/29
['Desarrollador Firmware y PLC'],Gipuzkoa,06/09/2024,HAYS,"['c', 'c plus']",Electrónica,No disponible,no disponible,1,5,2024/09/29
['Desarrollador fullstack PHP'],Asturias,06/09/2024,HAYS,"['php', 'symfony', 'javascript']",Desarrollador Web,No disponible,no disponible,1,14,2024/09/29
['QA Engineer (Core Infrastructure Team)'],Online,06/09/2024,Semrush,"['qa', 'nosql']",Tester,No disponible,no disponible,1,25,2024/09/29
['Gestor/a de Proyectos IT (Software)'],Madrid,06/09/2024,Michael Page,"['agile', 'java', 'sql', 'angular']",Jefe de Proyecto,No disponible,49500.0,1,19,2024/09/29
['Programador/a .NET'],Valencia,06/09/2024,HAYS,"['.net', 'c#']",Programador,Universidad,no disponible,1,18,2024/09/29
['Intern Junior Programmer'],Barcelona,06/09/2024,Market Control,"['php', 'mysql']",Programador,No disponible,no disponible,1,78,2024/09/29
['Ingeniero/a SR de Software C++/ Java'],Madrid,06/09/2024,GMV,"['c plus', 'java']",Programador,No disponible,no disponible,1,15,2024/09/29
['Especialista en instalaciones CPD'],Madrid,06/09/2024,GMV,"['plc', 'hpe', 'cisco', 'aruba']",Electrónica,No disponible,no disponible,1,20,2024/09/29
['Senior Software Engineer with English'],Barcelona,06/09/2024,Babel Profiles,"['react native', 'astro', 'node.js', 'aws', 'graphql', 'typescript']",Programador,No disponible,68000.0,1,6,2024/09/29
['Consultor de Dynamics'],Madrid,06/09/2024,Krell Consulting & Training,['dynamics'],Consultor,Bachillerato/COU,no disponible,3,9,2024/09/29
['Ingeniero/a de datos AWS'],Barcelona,06/09/2024,Tuyú Technology,"['aws', 'snowflake', 'python', 'sql', 'power bi', 'agile']",Big Data,GS,37500.0,1,0,2024/09/29
['Programador PHP Senior'],Online,05/09/2024,Krell Consulting & Training,"['php', 'symfony', 'orm doctrine']",Analista Programador,GM,no disponible,4,140,2024/09/29
['Ingeniero de Firmware'],Murcia,05/09/2024,Rointe,"['c', 'mircocontroladores', 'firebase', 'ble', 'linux']",Analista Programador,GS,no disponible,1,9,2024/09/29
['Especialista PowerCenter'],Online,05/09/2024,Krell Consulting & Training,"['powercenter', 'oracle', 'cloud']",Analista Programador,Sin estudios,28500.0,1,27,2024/09/29
['SAP HCM'],Madrid,05/09/2024,Krell Consulting & Training,['sap'],Consultor,Bachillerato/COU,no disponible,3,18,2024/09/29
['Ingeniería técnica Industrial o Telec.'],Barcelona,05/09/2024,AB Seguridad,"['cctv', '.net', 'tic', 'electronica']",Ingenieros/Industria,Universidad,no disponible,1,12,2024/09/29
['IT Product Manager'],Murcia,05/09/2024,Rointe,"['kotlin', 'android', 'swift code']",Consultor,GS,no disponible,1,21,2024/09/29
['INTEGRATION ARCHITECT'],Online,05/09/2024,Krell Consulting & Training,"['oracle', 'sap', 'microsoft']",Arquitecto TIC,GM,no disponible,1,14,2024/09/29
['Administrador de Sistemas Senior'],Valencia,05/09/2024,Krell Consulting & Training,"['directorio activo dns', 'cas', 'gpos', 'azure']",Analista,GM,45000.0,1,43,2024/09/29
['Ingeniero de SCCM'],Madrid,05/09/2024,Krell Consulting & Training,['sccm'],Ingenieros/Industria,Sin estudios,27000.0,1,6,2024/09/29
['Ingeniero industrial junior'],Barcelona,05/09/2024,AB Seguridad,"['excel', 'pdf']",Ingenieros/Industria,Universidad,no disponible,1,71,2024/09/29
['Administrador de Sistemas Senior'],Valencia,05/09/2024,Krell Consulting & Training,"['active directory', 'azure', 'vmware']",Ciberseguridad,GM,no disponible,1,23,2024/09/29
['Ingeniero/a'],Asturias,05/09/2024,beLuck,"['catia', 'solidworks', 'inventor']",Ingenieros/Industria,No disponible,no disponible,1,10,2024/09/29
['Project Manager (Sector Energía)'],Alicante,05/09/2024,KTI Key Talent Indicator,['project manager'],Jefe de Proyecto,No disponible,46500.0,1,15,2024/09/29
['Técnico diseño industrial'],Alicante,05/09/2024,Activalink,"['cad', 'cam', 'autocad']",Ingenieros/Industria,No disponible,24000.0,2,44,2024/09/29
['Product Manager Gaming equipment'],Barcelona,05/09/2024,Michael Page,['product manager'],Jefe de Proyecto,No disponible,52500.0,1,8,2024/09/29
['Flutter developer'],Online,05/09/2024,Michael Page,"['flutter', 'ci/cd']",Desarrollador Móvil,No disponible,no disponible,1,36,2024/09/29
['IT Business Applications Architect'],Barcelona,05/09/2024,Michael Page,['it applications'],Arquitecto TIC,No disponible,no disponible,1,4,2024/09/29
['Ingeniero de proyecto Oficina Técnica'],Caceres,05/09/2024,KTI Key Talent Indicator,['autocad'],Ingenieros/Industria,No disponible,no disponible,1,2,2024/09/29
['Ingeniero/a de Mejora Continua'],Barcelona,05/09/2024,KTI Key Talent Indicator,['ingenieria industrial'],Ingenieros/Industria,No disponible,no disponible,1,15,2024/09/29
['Programador senior domótica'],Madrid,05/09/2024,Ingenieria y Consultoria Spazio,['domotica'],Programador,No disponible,no disponible,1,7,2024/09/29
['Data Engineer with English'],Barcelona,05/09/2024,Babel Profiles,"['python', 'pyspark', 'pandas']",Big Data,No disponible,no disponible,1,6,2024/09/29
['Técnico/a de Implantación Software'],Asturias,05/09/2024,beLuck,['software'],Consultor,No disponible,no disponible,1,19,2024/09/29
['Technical Lead'],Online,05/09/2024,Michael Page,"['java', 'oracle', 'sql server']",Jefe de Equipo,No disponible,49500.0,1,29,2024/09/29
['Administrador Linux/Unix'],Online,04/09/2024,TRS Staffing Solutions,"['linux', 'unix', 'backup', 'storage']",Administrador,GS,no disponible,1,485,2024/09/29
['Desarrollador con experiencia en camunda'],Almeria,04/09/2024,Krell Consulting & Training,"['java', 'oracle', 'bpms']",Desarrollador Web,GM,no disponible,1,14,2024/09/29
['Desarrollador Ruby on Rails'],Online,04/09/2024,HAYS,"['ruby on rails', 'vue.js', 'react', 'api']",Analista Programador,GM,40500.0,1,32,2024/09/29
['Senior Mobile App Developer'],Valencia,04/09/2024,HAYS,"['react native', 'express']",Desarrollador Móvil,GS,43500.0,1,18,2024/09/29
['Técnico instalador TELECO'],Baleares,04/09/2024,ConfiARTE,"['huawei', 'nokia']",Técnico de Mantenimiento,No disponible,no disponible,1,1,2024/09/29
['Ingeniero/a de Despliegue'],Valladolid,04/09/2024,GMV,"['sql', 'iis', 'python']",Base de Datos/DBA,No disponible,no disponible,1,10,2024/09/29
['Customer Data Platform Expert (CDP)'],Barcelona,04/09/2024,Michael Page,"['data', 'etl', 'marketing']",Big Data,No disponible,no disponible,1,5,2024/09/29
['Ingeniero/a CBTC'],Barcelona,04/09/2024,Michael Page,"['cbtc', 'siemens', 'alstom']",Ingenieros/Industria,No disponible,no disponible,1,2,2024/09/29
['Responsable SAT'],Madrid,04/09/2024,SISTEMAS INDUSTRIALES DE CALDERAS,"['plc', 'electronica']",Electrónica,No disponible,no disponible,1,8,2024/09/29
['Administrador/a Sistemas y Redes'],Alicante,04/09/2024,Michael Page,"['firewall', 'vpn']",Redes,No disponible,no disponible,1,61,2024/09/29
['Técnico de SOC (Ciberseguridad)'],Bizkaia,04/09/2024,ConfiARTE,"['ciberseguridad', 'siem', 'ceh', 'comptia']",Ciberseguridad,No disponible,no disponible,1,17,2024/09/29
['Técnico/a electrónico/a'],Barcelona,04/09/2024,UV-IST IBERICA SLU,['plc'],Electrónica,No disponible,no disponible,1,10,2024/09/29
['Ingeniero/a de Aplicaciones electrónica'],Alava,04/09/2024,Michael Page,['electronica'],Electrónica,No disponible,no disponible,1,4,2024/09/29
['Data Management support (south Europe)'],Barcelona,04/09/2024,Michael Page,"['power bi', 'access', 'excel']",Big Data,No disponible,40500.0,1,14,2024/09/29
['Ingeniero Sistemas UML / Doors / Inglés'],Malaga,04/09/2024,PANEL Sistemas Informáticos,"['doors', 'v', 'uml', 'enterprise architect', 'c', 'c plus', 'ada', 'java', 'jira', 'linux', 'junit', 'maven', 'sonarqube', 'testlink']",Analista,Universidad,no disponible,1,4,2024/09/29
['SAP Developer - ABAP'],Valencia,04/09/2024,HAYS,"['sap', 'fiori ui5']",Analista Programador,GS,no disponible,1,18,2024/09/29
['Ingeniero de diseño'],Gipuzkoa,03/09/2024,HAYS,['ingenieria industrial'],Ingenieros/Industria,No disponible,no disponible,1,1,2024/09/29
['Experto Senior en jBPM'],Madrid,03/09/2024,Krell Consulting & Training,"['jbpm', 'java', 'angular']",Programador,Sin estudios,no disponible,2,9,2024/09/29
['Técnico/a Networking On-site'],Madrid,03/09/2024,Grupo Sermicro,"['redes', 'ip', 'vlan']",Redes,GM,no disponible,1,60,2024/09/29
['Experto en AI/NLP/ML'],Sevilla,03/09/2024,Krell Consulting & Training,"['python', 'ai', 'nlp', 'machine learning']",Inteligencia Artificial/Machine Learning,Sin estudios,no disponible,1,37,2024/09/29
['Administrador de seguridad perimetral'],Madrid,03/09/2024,Second Window,"['.net', 'paloalto', 'f5']",Ciberseguridad,GS,no disponible,1,48,2024/09/29
['Fullstack Developer con PHP y Angular'],Barcelona,03/09/2024,Michael Page,"['php', 'angular']",Programador,No disponible,52500.0,1,59,2024/09/29
['Contultor/a SAP FI (Cliente final)'],Barcelona,03/09/2024,Michael Page,['sap'],Consultor,No disponible,46500.0,1,16,2024/09/29
['Desarrollador senior PHP (H/M)'],Cantabria,03/09/2024,Michael Page,"['php', 'laravel']",Desarrollador Web,No disponible,no disponible,1,32,2024/09/29
['Practicas extracurriculares'],Madrid,03/09/2024,Agencia Europea de Comunicación Visual,"['excel', 'email marketing', 'seo', 'google ads', 'meta']",Marketing,GS,no disponible,1,35,2024/09/29
['Data Engineer (I&D)'],Barcelona,02/09/2024,Capgemini,"['python', 'scala', 'spark']",Big Data,Universidad,no disponible,1,109,2024/09/29
['Solution Architect (I&D)'],Madrid,02/09/2024,Capgemini,"['ai', 'analisis de datos', 'data science', 'big data', 'aws', 'gcp', 'azure']",Arquitecto TIC,Universidad,no disponible,1,21,2024/09/29
['Técnico/a de soporte intervenciones'],Madrid,02/09/2024,ACRELEC,['microinformatica'],Soporte Técnico,Otros titulos,no disponible,1,165,2024/09/29
['Arquitecto de Software'],Madrid,02/09/2024,Krell Consulting & Training,"['java', 'spring', 'aws', 'azure', '.net']",Arquitecto TIC,Sin estudios,no disponible,1,15,2024/09/29
['SAP Customer Data Platform (CDP)'],Online,02/09/2024,Krell Consulting & Training,"['sap', 'data', 'cdp']",Consultor,Sin estudios,39000.0,1,20,2024/09/29
['Técnico de Soporte con Power BI (H/M)'],Madrid,02/09/2024,Tuyú Technology,"['power bi', 'windows server', 'active directory', 'office 365']",Soporte Técnico,GS,19500.0,1,43,2024/09/29
['SAP Datasphere Consultant (I&D)'],Madrid,02/09/2024,Capgemini,"['sap', 'datasphere', 'bw', 'bpc']",Consultor,GS,no disponible,1,21,2024/09/29
['Técnico/a de Sistemas/datos Senior'],Online,02/09/2024,Krell Consulting & Training,"['aws', 'python']",Arquitecto TIC,Universidad,36000.0,1,59,2024/09/29
['Configurador/a técnico/a AML NetReveal'],Madrid,02/09/2024,Capgemini,"['aml', 'kyc', 'wlm', '.net', 'norkom']",Programador,GS,no disponible,1,26,2024/09/29
['Programador Unity 3D con C#'],Online,02/09/2024,AAA Game Studios,"['c#', 'unity']",Programador,No disponible,50500.0,1,184,2024/09/29
['Senior Backend Developer (PHP)'],Valencia,02/09/2024,UFirst Group,"['php', 'spryker', 'magento', 'symfony']",Programador,No disponible,no disponible,1,19,2024/09/29
['Técnico Informático Programador'],Valencia,02/09/2024,FLOR ALEGRIA,"['.net', 'mysql', 'prestashop', 'crystalreports']",Programador,No disponible,no disponible,1,33,2024/09/29
['ML Engineer'],Online,02/09/2024,vLex,"['vespa', 'python', 'java', 'tensorflow']",Inteligencia Artificial/Machine Learning,No disponible,no disponible,1,26,2024/09/29
['Consultor/a SAP FI'],Madrid,02/09/2024,Michael Page,['sap'],Consultor,No disponible,46500.0,1,26,2024/09/29
['Técnico informático   B1'],Madrid,02/09/2024,imatiq,"['soporte', 'microinformatica']",Soporte Técnico,No disponible,17000.0,1,119,2024/09/29
['NLP Engineer'],Online,02/09/2024,vLex,"['python', 'java', 'aws']",Inteligencia Artificial/Machine Learning,No disponible,no disponible,1,25,2024/09/29
['Responsable de Oficina Técnica'],Malaga,02/09/2024,Michael Page,['ingenieria industrial'],Ingenieros/Industria,No disponible,no disponible,1,13,2024/09/29
['Back-End Developer'],Madrid,02/09/2024,Green Eagle Solutions S.L.,"['c#', 'sql']",Analista Programador,No disponible,52500.0,1,22,2024/09/29
['Programador/a trazabilidad .NET'],Valencia,02/09/2024,Michael Page,['.net'],Programador,No disponible,33000.0,1,14,2024/09/29
['Product Engineer (Ruby on Rails)'],Barcelona,02/09/2024,Metarina GmbH,"['ruby on rails', 'ruby']",Programador,No disponible,no disponible,1,10,2024/09/29
['Jefe de Proyecto'],Valencia,02/09/2024,Michael Page,"['agile', 'scrum']",Jefe de Proyecto,No disponible,no disponible,1,22,2024/09/29
['Data & Analytics Engineer'],Barcelona,02/09/2024,Tangelo Games,"['sql', 'etl', 'python']",Big Data,No disponible,no disponible,1,19,2024/09/29
['Ingeniero/a de Software Frontend REACT'],Madrid,02/09/2024,GMV,"['react', 'javascript']",Programador,No disponible,no disponible,1,52,2024/09/29
['Digital Marketing Manager'],Barcelona,02/09/2024,Page Personnel,['marketing'],Marketing,No disponible,no disponible,1,25,2024/09/29
['Java Developer Senior'],Madrid,02/09/2024,Krell Consulting & Training,"['java', 'spring', 'kafka']",Programador,Universidad,no disponible,1,13,2024/09/29
['SAP IS-U (SAP S/4HANA)'],Barcelona,02/09/2024,Krell Consulting & Training,['sap'],Consultor,GM,no disponible,4,10,2024/09/29
['Data Scientist (NLP)'],Online,30/08/2024,Revolut,"['python', 'sql']",Big Data,Universidad,no disponible,1,37,2024/09/29
['Data Engineer (Remoto)'],Online,30/08/2024,PSS,"['neo4j', 'java', 'etl']",Analista,GS,no disponible,1,46,2024/09/29
['Desarrollador de Microsoft 365'],Online,30/08/2024,PSS,"['microsoft 365', 'spfx', 'sharepoint', 'power apps']",Programador,GS,no disponible,1,34,2024/09/29
['Technical Lead R con Francés'],Online,30/08/2024,PSS,"['r', 'python', 'sql']",Programador,GS,no disponible,1,28,2024/09/29
['Analista APIs (Inglés C1)'],Online,30/08/2024,Second Window,"['api', 'java', 'spring', 'aws', 'ci/cd']",Analista,Universidad,42000.0,1,22,2024/09/29
['Prompt Engineers Nivel 2 - A'],Online,30/08/2024,HAYS,"['python', 'inteligencia artificial']",Inteligencia Artificial/Machine Learning,No disponible,no disponible,1,20,2024/09/29
['ETL Developer'],Online,30/08/2024,HAYS,"['etl', 'sql']",Big Data,No disponible,no disponible,1,11,2024/09/29
['Fullstack Developer'],Barcelona,30/08/2024,HAYS,"['.net', 'c#', 'angular']",Programador,No disponible,no disponible,1,7,2024/09/29
['Técnico/a Micro'],Bizkaia,30/08/2024,Grupo Sermicro,"['windows', 'office']",Técnico de Sistemas,GS,no disponible,1,65,2024/09/29
['Técnico/a de Comunicaciones'],Madrid,30/08/2024,Grupo Sermicro,"['switch', 'router', 'telefonia movil']",Redes,GS,no disponible,1,43,2024/09/29
['PMO transformación y desarrollo'],Bizkaia,30/08/2024,Michael Page,['pmo'],Jefe de Proyecto,No disponible,no disponible,1,1,2024/09/29
['Técnico SAT'],Barcelona,30/08/2024,HAYS,['industria'],Técnico de Mantenimiento,No disponible,no disponible,1,2,2024/09/29
['Technical Lead Java Teletrabajo'],Online,30/08/2024,CMV Consultores,"['java', 'spring', 'rest', 'ci/cd', 'db2', 'oracle', 'microservicios', 'git', 'agile']",Jefe de Proyecto,GM,no disponible,1,25,2024/09/29
['Consultor/a Senior SAP SD MM'],Madrid,30/08/2024,Krell Consulting & Training,['sap'],Consultor,Sin estudios,42000.0,3,19,2024/09/29
['Arquitecto PAM'],Online,30/08/2024,Grupo SIA,"['privileged access management', 'pam', 'cyberark', 'ciberseguridad']",Arquitecto TIC,GS,no disponible,1,16,2024/09/29
['Arquitecto técnico Sailpoint'],Online,30/08/2024,Grupo SIA,"['iam', 'novell identity manager', 'sailpoint', 'oim', 'isim', 'quest identity manager', 'saviyint', 'identityiq', 'active directory', 'ldap', 'web server', 'application server', 'bbdd', 'sql', 'servidores de correo', 'ciberseguridad']",Arquitecto TIC,GS,no disponible,2,8,2024/09/29
['Ingeniero/a QA - Ingles C1 (100% remoto)'],Madrid,30/08/2024,Second Window,"['qa', 'testing']",Tester,GM,no disponible,1,53,2024/09/29
['Cloud DevOps Engineer'],Online,30/08/2024,Krell Consulting & Training,"['cloud', 'devops', 'aws', 'azure']",DevOps,Sin estudios,no disponible,1,64,2024/09/29
['Consultor/a SAP HR/HCM'],Online,30/08/2024,Tuyú Technology,"['sap', 'agile']",Consultor,GS,34500.0,1,14,2024/09/29
['Desarrollador Devops'],Online,30/08/2024,Krell Consulting & Training,"['terraform', 'azure', 'aws']",DevOps,Sin estudios,no disponible,1,24,2024/09/29
['Programador Spring Boot y Angular'],Online,30/08/2024,Alcorce Telecomunicaciones,"['spring', 'angular']",Analista Programador,GS,no disponible,1,609,2024/09/29
['Ingeniero/a de Datos'],Online,30/08/2024,Tuyú Technology,"['databricks', 'synapse', 'data factory', 'sql', 'python', 'azure', 'git', 'jenkins', 'terraform', 'docker', 'ansible', 'spark', 'pyspark']",Big Data,GS,34500.0,1,18,2024/09/29
['Administrador/a De Sistemas'],Bizkaia,30/08/2024,Krell Consulting & Training,"['apache', 'tomcat', 'oauth', 'open id connect']",Administrador,Universidad,no disponible,1,18,2024/09/29
['Full Stack Developer'],Albacete,30/08/2024,Concilia2,"['html5', 'css', 'javascript', 'jquery', 'php', 'phyton', 'apache', 'nginx', 'mysql', 'postgresql', 'odoo', 'git', 'wordpress.']",Desarrollador Web,GS,no disponible,1,86,2024/09/29
['Téc. Inst. empalmador fibra óptica'],Barcelona,30/08/2024,Proyectos de Comunicaciones y Redes,"['fibra', 'optica']",Técnico de Mantenimiento,ESO,no disponible,1,58,2024/09/29
['Desarrollador/a data'],Online,30/08/2024,Tuyú Technology,"['data', 'sql', 'java', 'kafka', 'mongo db', 'spark', 'hdfs', 'junit', 'git', 'maven', 'aws', 'bash', 'hve', 'hadoop', 'scalatest', 'scala', 'agile']",Analista Programador,GS,39000.0,1,21,2024/09/29
['Administrador Sistemas Windows/Seguridad'],Madrid,30/08/2024,PSS,"['windows', 'active directory', 'directorio activo', 'seguridad', 'gpo', 'bastionar', 'securizacion', 'pki', 'powershell']",Administrador,GS,34500.0,1,44,2024/09/29
['FrontEnd Developer (Inglés C1)'],Online,30/08/2024,Second Window,"['angular', 'typescript', 'git', 'jenkins', 'rest']",Analista Programador,Universidad,42000.0,1,45,2024/09/29
['Arquitecto de software microservicios'],Madrid,30/08/2024,Krell Consulting & Training,"['java', 'microservicios']",Arquitecto TIC,Certificado de Profesionalidad,46500.0,1,18,2024/09/29
['Analista Funcional con OneStream'],Online,30/08/2024,Krell Consulting & Training,['onestream'],Analista,GS,no disponible,1,3,2024/09/29
['.NET Core Developer'],Valencia,30/08/2024,HAYS,"['.net', 'xunit', 'azure']",Programador,GS,40500.0,1,30,2024/09/29
['Ingeniero Sistemas GOOGLE CLOUD Platform'],Online,30/08/2024,PANEL Sistemas Informáticos,"['google cloud', 'gcp', 'gke']",DevOps,GS,no disponible,1,33,2024/09/29
['Programador/a Java Senior (100% Remoto)'],Online,30/08/2024,Alcorce Telecomunicaciones,"['java', 'oracle', 'spring', 'hibernate']",Programador,GS,no disponible,1,302,2024/09/29
['Consultor/a Tecnológica (FHIR)'],Online,30/08/2024,CMV Consultores,"['fhir', 'api', 'java ee', 'oracle', 'itil', 'soa', 'osb']",Consultor,Universidad,40500.0,2,30,2024/09/29
['Especialista despliegue infraestructura'],Madrid,30/08/2024,Krell Consulting & Training,"['ansible', 'awx', 'git', 'jenkins']",Técnico Hardware,Universidad,34500.0,1,14,2024/09/29
['Project Manager'],Asturias,30/08/2024,Krell Consulting & Training,"['pmp', 'itil']",Jefe de Proyecto,Otros titulos,no disponible,1,22,2024/09/29
['Responsable de Gestión y Mejora'],Ciudad Real,30/08/2024,Michael Page,"['lean', 'smed', 'kanban', '5s']",Ingenieros/Industria,No disponible,no disponible,1,3,2024/09/29
['Operational Excellence Director'],Barcelona,30/08/2024,Michael Page,"['ingenieria', 'iso']",Jefe de Proyecto,No disponible,no disponible,1,2,2024/09/29
['Frontend Developer (Amber Team)'],Online,30/08/2024,Semrush,"['javascript', 'html', 'css']",Desarrollador Web,No disponible,no disponible,1,148,2024/09/29
['Jefe de Ingeniería'],Ávila,30/08/2024,Michael Page,"['ingenieria industrial', 'lean']",Ingenieros/Industria,No disponible,no disponible,1,3,2024/09/29
['IT Support Infrastructure Specialist'],Barcelona,30/08/2024,HAYS,"['soporte', 'microinformatica']",Soporte Técnico,No disponible,no disponible,1,7,2024/09/29
['Jefe/a de Marketing'],Barcelona,30/08/2024,HAYS,['marketing'],Marketing,No disponible,no disponible,1,10,2024/09/29
['Técnico Informático'],Barcelona,30/08/2024,ANYFES,"['soporte', 'microinformatica']",Soporte Técnico,GS,no disponible,1,132,2024/09/29
['Ingeniero Diseño Industrial'],Murcia,30/08/2024,Cometsa Pack,['autocad'],Ingenieros/Industria,No disponible,no disponible,1,15,2024/09/29
['CAU'],Zaragoza,30/08/2024,GRUPO URBANO BERNABE,"['windows', 'active directory']",Soporte Técnico,No disponible,no disponible,1,27,2024/09/29
['Java Developer (Spring)'],Barcelona,30/08/2024,Page Personnel,"['java', 'spring', 'mysql']",Programador,No disponible,34500.0,1,23,2024/09/29
['ERP Navision Consultant'],Barcelona,30/08/2024,HAYS,"['navision', 'dynamics']",Consultor,No disponible,no disponible,1,3,2024/09/29
['Desarrollador Web/App'],Online,30/08/2024,Robler,"['swift', 'objective c', 'java', 'kotlin', 'html', 'css', 'javascript']",Desarrollador Móvil,No disponible,no disponible,1,282,2024/09/29
['Supervisor de Ingeniería'],Madrid,30/08/2024,Michael Page,['ingenieria industrial'],Ingenieros/Industria,Universidad,no disponible,1,3,2024/09/29
['Técnico/a de informática'],Madrid,30/08/2024,COCEMFE,"['soporte', 'microinformatica']",Soporte Técnico,No disponible,no disponible,1,137,2024/09/29
['Head of Backoffice'],Madrid,30/08/2024,Michael Page,"['sap', 'hana']",Jefe de Proyecto,No disponible,no disponible,1,6,2024/09/29
['SAP Security Expert'],Barcelona,30/08/2024,Michael Page,"['sap', 'siem']",Ciberseguridad,No disponible,no disponible,1,2,2024/09/29
['Ingeniero de Estudios'],Sevilla,30/08/2024,ConfiARTE,"['autocad', 'revit']",Ingenieros/Industria,No disponible,no disponible,1,12,2024/09/29
['Técnico Soporte informático'],Madrid,30/08/2024,NOUS Gestion de Proyectos IT,"['soporte', 'microinformatica']",Soporte Técnico,Universidad,no disponible,1,158,2024/09/29
['Digital Marketing Manager'],Barcelona,30/08/2024,Michael Page,"['marketing', 'ux']",Marketing,No disponible,no disponible,1,24,2024/09/29
['Técnico/a Informático/a de Soporte'],Sta. Cruz De Tenerife,30/08/2024,PuntoComputer Informatica,"['soporte', 'microinformatica']",Soporte Técnico,No disponible,no disponible,1,91,2024/09/29
['Desarrollador Senior PHP'],Madrid,30/08/2024,Page Personnel,"['php', 'html', 'css']",Desarrollador Web,No disponible,34500.0,1,35,2024/09/29
['Prácticas: Ingeniería de ciberseguridad'],Madrid,30/08/2024,GMV,"['ciberseguridad', 'cert', 'linux']",Ciberseguridad,Universidad,no disponible,1,49,2024/09/29
['Agile Leader (m/f/d)'],Asturias,30/08/2024,Michael Page,"['agile', 'scrum']",Jefe de Equipo,No disponible,no disponible,1,6,2024/09/29
['Analista Funcional CRM'],Madrid,30/08/2024,Michael Page,['crm'],Analista,No disponible,no disponible,1,18,2024/09/29
['Desarrollador/a Microsoft Navision'],Madrid,30/08/2024,Anjana Investments,"['navision', 'dynamics', 'sql server']",Programador,No disponible,37500.0,1,2,2024/09/29
['Ingeniero/a Project Manager PCI'],A Coruna,30/08/2024,Arce Clima,"['office', 'autocad']",Ingenieros/Industria,No disponible,no disponible,1,5,2024/09/29
['Arquitecto/a Front'],Madrid,30/08/2024,HAYS,"['angular', 'typescript', 'rxjs']",Arquitecto TIC,No disponible,no disponible,1,5,2024/09/29
['Ingeniero técnico industrial'],Toledo,30/08/2024,ZENITH TOLEDO,['electronica'],Ingenieros/Industria,No disponible,no disponible,1,8,2024/09/29
['Técnico electrónico'],Ávila,30/08/2024,RN TECHNOLOGY,['electronica'],Técnico de Mantenimiento,No disponible,no disponible,1,6,2024/09/29
['Project Manager'],Barcelona,30/08/2024,Page Personnel,['pmp'],Jefe de Proyecto,No disponible,no disponible,1,27,2024/09/29
['Software Engineer (Python)'],Barcelona,30/08/2024,BLING,"['python', 'django']",Programador,No disponible,no disponible,1,13,2024/09/29
